x,y,z,vx,vy,vz,gmag,bprp
-8.272,-0.086,0.013,-39.323,225.371,14.842,6.451,1.287
-8.333,-0.082,0.007,20.054,247.532,-1.423,3.380,0.681
-8.229,0.018,-0.026,108.277,195.350,1.587,4.909,0.873
-8.255,-0.010,-0.049,44.129,218.082,8.260,7.190,1.590
-8.289,-0.056,-0.042,-61.023,177.950,9.824,6.518,1.383
-8.283,0.082,-0.006,-19.941,226.481,24.051,7.905,1.876
-8.237,0.066,0.040,35.869,244.622,5.968,2.302,0.625
-8.311,0.087,0.002,-34.632,222.341,2.030,7.593,1.724
-8.281,0.090,0.034,6.616,231.883,12.868,6.838,1.498
-8.221,-0.038,0.003,6.675,176.689,-38.768,4.707,0.933
-8.363,0.056,-0.006,31.070,228.518,11.866,6.911,1.126
-8.349,-0.077,0.033,-30.736,195.303,0.688,8.510,2.033
-8.313,-0.073,0.084,-73.584,192.103,-5.282,6.111,1.162
-8.312,0.054,0.103,-10.902,223.661,11.174,3.331,0.549
-8.261,-0.064,0.084,-35.896,200.518,-12.437,8.048,1.889
-8.325,0.069,-0.025,15.094,206.941,6.816,8.860,2.242
-8.231,0.003,-0.030,-3.591,179.763,-15.352,7.895,1.893
-8.302,0.053,0.105,11.922,239.056,5.065,8.039,1.823
-8.270,-0.023,0.114,1.079,193.209,-13.062,6.311,1.162
-8.245,0.055,-0.018,-3.016,195.683,0.046,6.388,1.305
-8.339,0.035,0.106,-36.825,169.747,80.376,7.269,1.563
-8.231,0.025,0.085,-35.851,209.176,21.482,5.640,1.004
-8.243,-0.072,0.026,-95.082,192.411,46.840,5.116,0.953
-8.300,-0.062,-0.037,-12.991,230.646,16.663,8.160,2.011
-8.373,-0.033,-0.014,13.592,242.555,-27.961,7.195,1.562
-8.247,0.023,-0.041,-63.755,190.935,0.924,4.666,0.771
-8.325,0.010,-0.058,-23.193,227.546,4.610,5.698,1.017
-8.232,-0.035,0.080,14.919,214.385,9.003,7.327,1.729
-8.238,0.025,0.092,-15.528,240.207,9.237,5.471,0.984
-8.241,-0.045,-0.024,-68.754,256.349,1.235,6.129,1.073
-8.322,-0.089,0.035,58.981,224.074,-7.072,5.337,0.908
-8.256,0.076,0.003,-15.776,227.239,-0.137,6.559,1.295
-8.316,0.023,0.117,-3.976,234.012,-18.239,8.492,1.943
-8.224,-0.047,0.008,-17.878,221.159,-8.940,4.910,0.832
-8.258,0.076,0.000,-17.501,198.071,16.948,5.421,1.076
-8.320,0.079,0.072,19.825,229.837,6.922,7.281,1.580
-8.307,0.088,0.053,-82.633,193.560,-16.084,5.573,1.021
-8.316,-0.060,-0.037,20.140,238.378,-4.704,4.491,0.745
-8.230,0.001,-0.030,9.858,175.926,-13.219,7.566,1.717
-8.226,0.017,-0.021,-25.063,226.136,-24.627,7.068,1.463
-8.369,-0.022,0.086,-58.293,193.809,-4.311,6.585,1.375
-8.214,0.014,0.001,11.963,254.562,-9.965,6.094,1.178
-8.334,-0.058,-0.033,-17.239,175.073,-27.368,7.588,1.725
-8.294,0.074,-0.023,58.290,221.898,29.894,3.536,0.734
-8.265,-0.036,0.107,44.447,220.339,48.022,6.064,1.154
-8.213,0.012,0.056,7.494,223.644,28.576,6.268,1.141
-8.315,0.090,0.031,48.090,174.401,12.272,6.665,1.500
-8.252,0.075,0.008,2.101,225.749,7.276,5.985,1.119
-8.268,-0.073,0.075,-48.500,207.085,-6.353,2.372,0.934
-8.380,0.027,0.066,-8.887,222.348,14.878,4.438,0.766
-8.318,0.075,-0.020,18.171,251.692,18.858,7.261,1.600
-8.256,0.078,0.011,45.734,275.036,-34.449,4.707,0.840
-8.373,-0.048,0.002,50.652,248.003,-20.352,3.223,1.026
-8.230,-0.040,0.075,-33.432,242.091,-8.565,8.453,1.988
-8.239,-0.063,0.057,-30.979,227.327,-10.576,7.833,1.809
-8.285,-0.038,0.112,30.467,242.169,4.123,4.991,0.852
-8.247,0.075,0.023,-15.002,231.602,-1.680,8.501,2.102
-8.332,0.032,0.110,22.541,220.890,-8.777,6.925,1.424
-8.255,0.046,0.095,31.319,232.831,10.877,5.629,1.221
-8.370,-0.060,0.027,7.824,218.411,-10.484,6.597,1.347
-8.381,0.019,-0.008,35.598,241.898,-16.362,5.646,1.062
-8.232,-0.053,0.061,18.838,255.577,-5.028,4.526,0.785
-8.234,0.056,0.062,-34.627,218.248,-10.921,9.062,2.193
-8.242,0.068,0.011,56.651,253.877,5.320,7.531,1.720
-8.383,0.026,0.060,23.868,263.956,-6.357,6.554,1.266
-8.390,0.016,0.032,-32.331,220.073,3.729,7.511,1.686
-8.293,-0.053,0.104,16.859,235.042,20.052,4.826,0.900
-8.213,-0.029,0.040,-53.170,198.795,-6.377,8.511,2.099
-8.246,0.056,-0.018,-28.466,213.333,-5.426,4.373,0.771
-8.378,-0.045,0.049,-51.549,202.347,-6.427,3.016,0.630
-8.325,0.084,0.002,30.169,240.022,-14.831,3.278,0.625
-8.227,0.014,-0.023,23.815,261.810,15.130,4.033,0.634
-8.325,0.001,-0.058,13.987,239.554,-0.451,7.627,1.652
-8.349,-0.018,-0.046,3.044,240.537,-0.698,5.847,1.058
-8.212,-0.022,0.040,-44.107,223.222,7.314,4.161,0.689
-8.324,0.084,0.057,-26.783,204.430,-40.939,4.897,0.855
-8.298,-0.089,0.051,-49.945,257.383,42.143,9.425,2.295
-8.335,0.082,0.053,12.097,232.850,-0.090,7.188,1.764
-8.340,0.081,0.042,-31.927,209.015,17.760,3.648,0.675
-8.326,-0.075,0.075,-0.923,240.966,-2.700,7.570,1.655
-8.338,-0.044,0.101,-10.118,219.634,1.596,3.541,0.639
-8.214,0.028,0.046,9.996,254.964,3.194,5.213,0.923
-8.370,0.060,0.030,-14.137,223.836,6.697,5.888,1.110
-8.214,0.029,0.014,-13.385,195.060,-20.437,8.192,1.914
-8.335,-0.007,0.115,-6.122,222.990,0.424,8.540,2.039
-8.386,-0.028,0.017,43.824,236.476,21.287,6.953,1.406
-8.215,-0.032,0.043,-25.466,202.075,-5.433,2.966,0.610
-8.214,0.024,0.011,-3.814,261.744,-2.461,5.458,0.986
-8.346,0.030,0.103,23.770,173.714,10.908,6.292,1.170
-8.383,0.012,0.066,40.801,225.024,41.491,4.895,0.835
-8.292,-0.053,0.105,-9.251,230.987,-5.797,5.922,1.313
-8.332,0.068,-0.023,-20.193,217.608,-31.306,5.902,1.079
-8.295,0.092,0.031,43.689,233.790,17.262,4.814,0.864
-8.296,0.057,0.102,-5.290,225.751,0.858,7.741,1.740
-8.265,0.003,0.115,-12.737,216.556,1.928,3.610,0.711
-8.308,-0.047,0.108,47.005,244.493,18.021,7.632,1.678
-8.334,0.072,-0.015,8.844,256.218,0.155,6.844,1.416
-8.353,0.013,-0.043,-37.189,148.671,96.096,8.139,1.761
-8.298,-0.087,0.059,-40.380,174.379,-23.684,4.389,0.800
-8.231,0.060,0.038,21.061,184.215,30.689,5.386,0.969
-8.335,-0.041,-0.044,-63.842,164.288,-24.752,7.672,2.044
-8.217,-0.032,0.007,-4.896,256.657,-9.779,4.237,0.760
-8.339,-0.074,-0.007,-91.376,226.248,11.912,3.184,0.648
-8.300,-0.018,-0.060,-2.400,223.772,15.135,1.616,1.164
-8.302,0.090,0.046,47.751,258.950,24.517,7.717,1.694
-8.346,0.079,0.040,-33.022,233.542,7.275,2.752,0.472
-8.372,-0.056,0.038,12.923,242.399,-14.976,6.576,1.305
-8.286,-0.055,0.102,-9.967,236.492,5.098,6.434,1.248
-8.217,0.039,0.036,-59.671,228.465,-12.330,5.593,0.979
-8.252,-0.060,0.080,48.289,223.644,13.039,4.074,0.788
-8.319,-0.062,0.095,-29.866,228.664,-22.883,7.831,2.046
-8.373,-0.038,0.070,-23.593,228.814,2.407,8.821,2.174
-8.232,-0.044,0.074,-21.984,230.574,0.018,3.227,0.561
-8.250,0.074,0.052,-49.139,215.460,-10.574,7.141,1.435
-8.235,-0.005,0.094,-70.772,130.366,-38.142,5.491,0.905
-8.363,0.004,-0.037,2.187,215.768,1.797,7.153,1.642
-8.372,0.034,0.076,-10.663,167.734,4.349,3.749,1.229
-8.380,-0.025,0.068,27.906,250.376,33.718,6.506,1.179
-8.282,0.090,0.031,-6.877,246.584,5.455,8.151,1.888
-8.309,-0.059,-0.039,-3.822,253.149,-32.880,6.455,1.181
-8.328,0.036,-0.049,-28.124,242.806,11.039,8.370,1.975
-8.297,0.064,-0.036,13.227,171.680,20.438,7.316,1.658
-8.386,0.022,0.050,0.924,240.459,5.724,6.145,1.163
-8.210,-0.000,0.049,-1.697,226.261,8.247,5.621,1.026
-8.362,-0.053,0.072,-42.459,232.882,-26.493,7.622,1.783
-8.385,-0.024,0.056,11.623,243.413,-1.888,6.969,1.410
-8.313,-0.072,0.086,-6.918,227.679,12.003,6.880,1.410
-8.337,0.075,-0.006,-2.000,194.595,-39.759,6.395,1.225
-8.280,0.086,0.054,19.281,168.865,-16.754,7.344,1.688
-8.267,0.050,0.100,-7.293,181.272,-51.967,7.240,1.497
-8.238,0.067,0.034,25.250,209.994,-23.130,7.700,1.712
-8.228,0.057,0.027,10.837,213.491,-2.415,7.549,1.736
-8.227,-0.032,-0.015,-39.797,221.180,9.757,4.514,0.880
-8.226,-0.013,-0.023,74.807,204.733,4.690,5.369,0.938
-8.288,-0.080,-0.014,-20.735,229.470,-17.067,7.824,1.837
-8.247,0.074,0.042,55.016,203.849,-15.667,3.508,0.761
-8.302,0.084,0.066,17.156,249.957,17.101,7.103,1.601
-8.214,-0.021,0.054,32.277,214.544,-17.010,7.363,1.583
-8.327,0.048,-0.043,5.989,210.604,50.644,7.692,2.055
-8.218,-0.033,0.005,-4.396,249.101,3.062,4.493,0.761
-8.308,-0.046,0.109,-0.050,215.003,10.343,5.565,1.090
-8.212,0.024,0.029,27.383,249.857,-1.805,4.839,0.829
-8.339,0.018,-0.051,-26.091,191.038,-4.009,2.897,0.619
-8.209,-0.003,0.042,-20.461,173.201,16.013,7.432,1.715
-8.338,0.076,0.064,34.711,239.103,-23.936,8.458,1.888
-8.280,-0.056,-0.039,5.684,234.912,-1.346,8.752,2.060
-8.375,-0.008,0.082,-34.903,237.970,15.803,6.496,1.295
-8.223,-0.036,-0.005,51.194,216.699,-7.529,5.067,0.902
-8.227,0.010,0.085,-103.377,212.124,-53.688,8.563,2.082
-8.274,0.009,0.118,-27.537,242.751,-32.121,3.848,0.662
-8.361,-0.041,0.084,12.364,175.452,-33.998,6.247,1.274
-8.233,-0.002,0.093,-31.043,224.522,-9.988,6.117,1.137
-8.382,-0.035,0.007,-5.987,239.261,7.803,4.964,0.851
-8.362,0.056,-0.006,47.532,235.797,16.664,5.643,1.034
-8.358,0.005,0.100,0.801,210.423,3.470,7.067,1.474
-8.282,0.025,0.116,7.253,236.489,-1.089,8.335,2.020
-8.254,0.047,-0.034,67.039,194.954,47.895,7.688,1.735
-8.216,0.004,-0.007,12.138,243.167,29.170,5.149,1.114
-8.293,0.069,-0.030,9.597,252.935,26.385,8.626,2.089
-8.282,-0.089,0.015,-5.480,216.365,6.609,8.301,1.963
-8.249,0.050,0.087,-64.833,271.646,3.049,3.950,0.745
-8.371,-0.052,0.004,-26.708,173.724,-0.304,6.712,1.394
-8.287,-0.067,-0.031,-40.036,196.888,7.412,5.738,1.090
-8.381,-0.019,0.069,-5.883,216.113,-13.562,4.858,0.839
-8.391,0.006,0.035,-20.332,220.890,1.002,7.745,1.782
-8.379,0.047,0.031,-11.610,221.886,-11.706,2.874,0.755
-8.308,-0.055,-0.043,-36.291,248.819,-1.229,8.150,1.767
-8.377,-0.026,0.072,75.383,243.433,34.541,4.169,0.749
-8.351,0.057,0.080,-1.285,215.966,-9.338,7.067,1.462
-8.380,-0.016,0.071,3.264,217.690,3.356,5.138,0.921
-8.339,0.055,0.092,12.807,228.782,-26.869,7.753,1.798
-8.253,0.030,-0.043,-25.539,216.831,15.412,2.993,0.604
-8.310,-0.063,-0.036,-10.759,202.349,-23.503,7.390,1.635
-8.379,-0.037,0.001,19.505,234.790,3.318,8.538,2.045
-8.314,-0.083,-0.007,-48.264,193.199,-11.952,8.297,2.013
-8.259,0.067,0.078,-16.291,230.396,7.849,4.093,0.731
-8.359,0.040,-0.027,-39.808,211.553,67.142,8.158,1.975
-8.256,-0.080,0.019,-9.080,219.426,1.132,6.675,1.425
-8.278,0.033,0.113,-18.904,238.090,-19.393,5.410,0.893
-8.259,0.077,0.001,-38.868,246.272,-18.287,7.627,1.666
-8.366,-0.048,0.071,-39.145,235.557,3.884,7.751,2.101
-8.388,-0.018,0.048,-3.110,241.406,0.050,4.222,0.741
-8.384,-0.031,0.047,-9.343,229.847,-0.681,6.183,1.151
-8.333,0.007,0.115,12.267,247.531,-3.531,5.315,0.923
-8.224,-0.043,0.058,-28.865,228.617,4.149,5.531,1.020
-8.381,-0.035,0.007,-63.496,218.087,-37.699,-0.334,1.331
-8.330,-0.006,0.116,-34.814,206.997,-17.466,6.298,1.300
-8.337,0.008,-0.053,28.300,232.798,-1.583,5.839,1.068
-8.214,0.028,0.046,11.566,255.167,3.876,6.880,1.403
-8.220,0.019,0.070,-2.233,240.146,8.080,8.480,1.985
-8.312,-0.052,-0.044,-18.329,227.970,-28.329,6.548,1.265
-8.314,-0.089,0.016,-0.328,253.925,6.222,5.863,1.063
-8.314,-0.020,-0.058,56.951,215.346,26.451,5.162,0.895
-8.258,-0.022,0.109,-21.981,234.479,9.647,8.568,2.038
-8.341,-0.077,0.002,21.837,215.144,34.285,6.185,1.147
-8.322,-0.081,0.067,-39.683,223.958,14.534,4.575,0.826
-8.221,0.040,0.008,21.452,218.948,-0.060,4.707,0.797
-8.296,-0.091,0.030,-27.791,196.801,-10.692,5.016,0.926
-8.338,0.082,0.047,-9.617,236.359,-20.221,7.455,1.635
-8.352,-0.067,-0.005,1.870,236.587,-1.677,7.233,0.764
-8.372,-0.041,0.070,-18.614,194.838,-9.846,7.462,1.717
-8.253,-0.073,0.059,9.604,226.545,9.675,4.622,0.795
-8.214,0.008,-0.001,16.866,258.785,-11.166,8.316,2.244
-8.209,0.010,0.035,-53.279,221.339,8.739,6.356,1.273
-8.232,0.061,0.019,28.483,236.492,41.536,6.800,1.437
-8.247,-0.062,-0.010,67.408,213.662,-6.723,4.163,0.745
-8.245,0.041,-0.031,33.309,238.982,8.227,4.552,0.739
-8.364,0.064,0.044,-30.540,219.767,-5.869,4.268,0.848
-8.365,-0.060,0.008,4.141,243.768,20.109,7.974,1.187
-8.273,0.048,0.103,-15.683,228.285,8.910,3.321,0.580
-8.301,0.041,0.112,14.351,207.990,-17.716,5.952,1.085
-8.391,-0.010,0.029,-3.279,220.406,0.733,6.523,1.270
-8.267,-0.069,0.080,61.361,232.371,-4.010,7.175,1.536
-8.326,0.027,-0.054,-85.373,215.099,-49.982,6.079,1.097
-8.248,-0.047,0.089,24.796,233.712,-8.202,6.173,1.236
-8.211,-0.020,0.018,-83.393,172.217,-0.320,6.480,1.289
-8.331,0.082,0.057,-21.934,195.604,6.654,8.451,1.984
-8.254,0.062,-0.019,4.063,231.002,3.855,1.877,0.518
-8.289,-0.066,0.092,46.628,148.256,94.167,5.380,0.952
-8.250,0.062,0.075,-16.792,251.113,3.557,7.363,1.639
-8.342,0.059,-0.025,74.516,234.003,43.351,5.239,0.876
-8.300,0.057,0.101,2.791,271.341,21.221,5.140,0.926
-8.248,-0.075,0.039,40.100,223.365,-10.043,3.844,0.801
-8.354,-0.026,0.099,-3.763,256.388,-17.940,7.934,1.872
-8.288,0.046,-0.048,-1.714,208.008,4.891,3.851,0.661
-8.238,-0.058,0.066,-40.598,197.159,12.029,4.665,0.825
-8.352,0.029,-0.040,25.947,233.208,21.534,2.367,0.971
-8.281,0.078,-0.013,34.836,250.592,14.163,6.003,1.071
-8.370,0.019,-0.026,-55.638,213.390,-19.766,7.130,1.501
-8.304,0.011,0.121,-38.479,180.487,-29.907,5.869,1.099
-8.230,-0.057,0.016,59.777,216.195,-1.374,6.934,0.988
-8.229,0.052,0.056,8.835,248.962,24.297,4.542,0.872
-8.298,0.080,-0.015,-9.667,178.082,2.599,7.559,1.756
-8.248,0.072,0.006,64.181,241.039,-32.724,4.101,0.879
-8.224,-0.050,0.023,15.052,267.139,1.530,8.099,1.986
-8.274,-0.029,0.113,-24.083,228.826,-13.842,8.656,2.180
-8.220,0.038,0.054,-14.123,224.199,0.028,3.126,0.664
-8.273,0.022,-0.055,-20.222,179.551,19.641,6.827,1.395
-8.256,-0.017,-0.049,-31.368,224.583,5.720,2.443,0.415
-8.336,-0.064,-0.025,-46.678,186.496,-15.749,7.224,1.622
-8.283,-0.087,0.005,51.020,190.906,4.896,8.090,1.935
-8.386,-0.006,-0.001,10.720,235.995,7.806,3.159,0.603
-8.378,-0.033,0.065,-34.031,224.510,-16.116,8.826,2.015
-8.340,0.046,0.098,-50.557,201.902,33.937,6.908,1.441
-8.360,0.053,0.074,14.996,238.951,-41.769,4.187,0.833
-8.234,0.027,0.088,41.016,171.088,28.976,5.101,0.968
-8.390,-0.001,0.049,25.428,242.687,10.983,3.969,0.687
-8.380,0.043,0.042,19.585,245.709,-5.759,6.902,0.963
-8.252,-0.044,-0.035,48.990,251.932,-3.841,8.405,2.017
-8.252,-0.071,-0.003,51.188,255.247,-0.112,2.307,0.557
-8.302,-0.023,0.119,-15.596,243.435,9.572,8.813,2.172
-8.316,-0.086,0.056,55.980,202.904,9.314,8.181,2.020
-8.261,0.068,-0.018,21.456,247.180,40.747,8.120,1.828
-8.213,-0.027,0.034,-7.098,227.464,-11.419,7.024,1.452
-8.297,0.021,-0.059,36.122,231.487,10.563,8.779,2.086
-8.333,0.001,-0.055,-8.833,237.562,-0.549,8.167,1.861
-8.314,-0.026,-0.056,23.630,226.779,2.455,7.457,1.653
-8.237,0.029,0.090,-10.899,236.701,-5.900,2.138,0.501
-8.234,-0.037,0.082,25.224,218.040,12.807,2.879,0.694
-8.352,0.074,0.016,-20.494,229.050,0.907,4.280,0.917
-8.308,0.048,-0.047,28.011,243.021,-1.945,7.842,1.755
-8.300,-0.091,0.034,29.320,251.539,38.091,8.013,1.865
-8.219,-0.018,-0.010,-8.092,239.921,-17.766,7.758,2.130
-8.223,0.045,0.051,-21.953,234.837,-0.252,7.856,1.997
-8.343,-0.033,0.104,20.054,213.600,26.508,8.134,1.850
-8.389,-0.006,0.012,29.727,219.581,-2.019,8.198,1.923
-8.239,-0.027,-0.033,-18.757,245.202,-28.986,6.550,1.263
-8.245,0.073,0.036,-47.529,184.378,35.430,4.688,0.899
-8.388,-0.004,0.054,-17.785,259.387,14.892,6.711,1.295
-8.323,-0.040,0.109,120.150,217.773,-2.893,8.486,2.036
-8.268,-0.050,-0.039,14.025,252.149,13.770,7.573,1.650
-8.257,-0.079,0.046,-10.961,217.748,43.010,4.466,0.844
-8.277,-0.067,0.088,-21.698,194.797,38.433,6.833,1.351
-8.277,-0.029,-0.054,12.661,261.986,16.874,7.105,0.648
-8.332,-0.005,0.116,4.684,227.899,-32.495,7.242,1.628
-8.285,0.085,-0.001,-4.178,197.314,-10.025,4.697,0.804
-8.281,0.088,0.014,-9.096,246.916,6.111,6.384,1.501
-8.359,-0.056,-0.012,56.955,241.973,10.488,6.963,1.447
-8.278,-0.035,0.112,2.257,248.186,5.838,6.647,1.324
-8.387,0.008,0.004,65.043,185.297,9.946,7.244,1.279
-8.323,0.089,0.029,-21.494,225.188,-3.451,8.433,2.231
-8.244,-0.034,-0.034,23.520,208.581,22.289,5.445,1.019
-8.244,-0.002,-0.042,9.995,182.762,-7.084,8.537,2.203
-8.267,-0.080,0.058,12.545,256.849,-4.551,7.233,1.599
-8.317,0.087,0.052,21.928,236.874,-25.214,5.512,0.936
-8.300,0.063,0.097,-15.093,253.188,10.794,7.096,1.449
-8.249,-0.068,-0.004,-33.458,260.426,-9.524,9.273,2.143
-8.313,0.032,-0.055,7.886,245.485,-3.985,3.601,0.601
-8.375,-0.043,-0.002,55.934,200.587,1.279,3.881,0.699
-8.294,-0.000,0.121,41.630,230.344,8.597,8.721,2.153
-8.215,-0.015,0.062,-1.625,235.369,-18.422,8.395,2.095
-8.335,0.008,-0.054,-9.947,250.363,-8.812,7.646,1.596
-8.220,-0.036,0.058,-26.733,231.629,6.991,5.635,1.204
-8.270,-0.062,0.090,25.728,207.876,2.362,8.309,1.957
-8.296,0.013,0.120,47.703,187.427,-35.762,7.751,1.710
-8.321,-0.084,0.059,32.661,228.858,6.579,7.736,1.845
-8.362,0.053,0.071,18.957,210.119,-22.500,3.209,0.628
-8.348,-0.077,0.045,19.493,235.893,2.467,8.186,1.927
-8.220,-0.017,0.071,-22.281,233.343,4.511,5.138,0.943
-8.284,-0.070,-0.026,16.826,227.562,-15.989,7.610,1.941
-8.277,0.088,0.037,-37.183,264.787,-17.722,4.130,0.761
-8.245,-0.054,-0.020,-12.250,223.053,-3.383,4.367,0.897
-8.304,0.088,0.054,-36.767,216.044,22.577,5.081,0.874
-8.325,0.049,0.103,-20.944,226.991,9.344,5.706,1.102
-8.228,0.046,-0.003,14.734,231.240,-20.251,6.357,1.279
-8.268,-0.057,0.094,-25.349,235.774,-32.499,4.137,0.785
-8.221,-0.003,-0.017,63.617,222.945,18.285,5.837,1.092
-8.243,-0.042,0.088,45.591,237.423,-5.814,7.208,1.532
-8.370,-0.058,0.021,-57.527,194.341,28.177,7.290,1.349
-8.348,0.032,0.102,25.301,247.819,-22.722,8.263,1.966
-8.293,-0.079,0.076,-46.298,219.119,20.636,7.400,1.632
-8.339,-0.081,0.015,-61.272,217.337,-22.797,7.823,1.774
-8.255,0.069,-0.010,4.953,217.266,-4.631,4.481,0.784
-8.224,0.040,-0.003,-24.319,235.272,11.120,6.098,0.919
-8.225,-0.050,0.014,-13.166,234.134,-17.507,7.418,0.743
-8.296,0.013,0.120,47.721,187.414,-34.196,8.666,2.041
-8.232,-0.051,0.063,20.201,174.084,7.445,5.010,0.824
-8.279,-0.083,-0.002,-19.874,248.037,37.358,6.540,1.416
-8.367,-0.052,0.064,54.694,189.033,-9.719,7.601,1.726
-8.369,0.001,0.090,-24.308,213.637,-5.255,4.177,0.681
-8.281,0.088,0.012,41.038,232.758,19.219,7.504,1.589
-8.234,0.057,0.003,-54.355,186.160,-12.549,7.093,1.462
-8.226,-0.051,0.015,33.400,236.261,-10.290,8.527,2.082
-8.218,-0.033,0.054,6.258,221.035,1.209,3.591,0.616
-8.273,0.057,-0.036,-12.571,234.843,2.937,7.766,1.760
-8.324,0.019,0.116,-28.662,226.196,0.729,8.142,1.866
-8.325,-0.050,-0.042,17.560,247.315,9.753,6.942,1.810
-8.365,0.032,-0.027,6.533,253.462,-8.353,4.103,0.746
-8.297,0.079,-0.017,-31.882,225.369,-3.778,5.925,1.076
-8.373,-0.045,0.061,-11.403,184.079,8.146,8.676,1.937
-8.343,-0.059,-0.025,23.857,249.154,-26.658,4.784,0.844
-8.361,0.058,-0.007,24.555,227.772,-11.780,2.612,0.519
-8.297,-0.033,-0.055,32.845,244.676,8.637,3.463,0.585
-8.319,-0.063,0.093,-18.496,223.655,21.296,5.443,1.012
-8.308,0.060,-0.038,42.209,205.451,-9.099,8.076,1.855
-8.381,0.000,-0.012,-26.293,209.670,-2.317,4.876,0.836
-8.384,-0.033,0.047,55.241,180.085,-19.931,7.675,1.778
-8.214,-0.031,0.021,-48.416,229.383,-31.665,5.688,1.075
-8.262,0.083,0.038,9.764,254.229,-5.842,7.252,1.495
-8.359,0.011,0.099,-9.074,225.220,-0.101,6.635,1.312
-8.318,-0.042,-0.049,-35.692,229.434,10.662,3.215,0.616
-8.391,0.002,0.024,-4.480,246.668,27.788,6.373,1.300
-8.277,-0.038,0.110,73.230,215.432,15.251,5.518,0.983
-8.242,-0.019,0.098,-5.256,225.461,-45.080,8.485,1.977
-8.294,0.085,0.064,97.856,223.674,-5.932,5.060,0.863
-8.391,0.008,0.034,10.570,249.157,-0.212,8.164,1.877
-8.227,-0.020,0.082,-8.262,228.532,-0.016,5.491,0.985
-8.344,0.054,-0.030,-36.935,221.341,-8.772,8.174,1.873
-8.349,-0.077,0.040,-0.979,220.404,1.544,4.816,0.841
-8.355,-0.043,0.089,-75.784,228.110,-4.998,5.371,1.004
-8.326,0.010,0.117,-17.082,236.963,9.630,4.354,0.737
-8.332,0.038,0.107,21.553,256.605,12.277,4.614,0.751
-8.254,0.066,-0.014,11.634,227.678,11.139,6.714,1.012
-8.373,0.016,-0.023,1.807,234.453,-5.597,3.054,0.742
-8.264,-0.084,0.035,34.985,238.213,3.642,7.578,1.619
-8.369,-0.055,0.006,26.206,231.335,1.046,4.732,0.934
-8.295,0.033,0.115,36.559,215.212,-47.718,8.439,1.944
-8.286,-0.005,0.120,-15.803,226.488,-1.630,7.821,1.710
-8.225,0.023,0.077,12.777,189.078,18.680,8.599,2.219
-8.219,0.043,0.028,15.359,211.684,-42.578,7.113,1.438
-8.343,0.064,0.079,12.731,254.332,-3.242,5.270,0.935
-8.295,0.008,0.121,15.227,215.875,-0.356,6.144,1.212
-8.325,-0.087,0.042,-81.596,213.137,-11.729,6.514,1.285
-8.275,-0.069,-0.025,17.209,201.406,-0.671,7.061,1.527
-8.313,-0.090,0.019,-5.650,244.559,7.798,6.748,1.380
-8.296,0.062,0.097,103.150,228.341,41.975,5.019,0.914
-8.294,0.089,0.011,-49.545,211.340,-14.727,4.219,0.739
-8.284,-0.063,-0.035,69.904,236.237,-0.641,7.000,1.378
-8.309,-0.048,-0.047,-29.391,225.772,13.303,5.727,1.098
-8.293,-0.088,0.054,8.759,229.215,13.672,7.528,1.001
-8.267,0.079,0.061,47.018,233.980,2.323,1.976,0.812
-8.313,0.082,-0.007,-8.498,244.863,-31.128,8.618,1.937
-8.265,-0.068,0.080,20.624,246.717,-35.860,7.902,1.724
-8.335,-0.033,-0.048,5.100,248.665,18.548,6.925,1.576
-8.275,-0.087,0.039,-26.876,230.502,7.414,4.734,0.853
-8.277,-0.086,0.008,-53.752,202.510,-5.998,4.611,0.822
-8.347,-0.012,0.108,-28.415,288.405,-27.308,8.288,1.897
-8.270,0.068,-0.023,2.190,248.934,-0.460,8.082,1.940
-8.209,-0.001,0.042,-44.572,231.841,3.041,4.968,0.911
-8.293,-0.019,0.119,25.845,248.796,14.428,6.691,1.386
-8.220,0.038,0.006,15.570,217.376,11.885,7.023,1.520
-8.226,-0.033,-0.012,27.209,187.382,-22.045,8.418,1.983
-8.234,0.034,0.084,-68.953,243.663,-18.037,3.543,0.630
-8.352,-0.073,0.010,7.832,238.665,-0.675,5.090,0.909
-8.348,0.078,0.032,-12.568,225.788,16.217,7.692,1.836
-8.376,0.026,-0.014,23.207,233.965,33.163,5.332,0.972
-8.354,0.007,0.103,10.912,170.477,-2.378,6.986,1.444
-8.255,0.017,-0.048,6.495,230.216,0.386,3.016,0.531
-8.283,0.047,0.107,-8.156,222.434,6.710,4.917,0.858
-8.277,0.086,0.050,6.751,235.503,0.178,5.495,0.912
-8.241,0.054,-0.015,-99.718,169.305,19.612,7.430,1.681
-8.241,0.009,0.100,-51.048,251.855,74.703,6.806,1.304
-8.269,0.040,0.106,-42.843,207.707,-6.477,7.539,1.672
-8.328,0.046,-0.044,-15.225,260.211,19.524,6.277,1.208
-8.209,-0.003,0.026,14.025,169.037,31.391,7.336,1.470
-8.325,-0.087,0.017,-62.303,228.398,3.891,4.179,0.822
-8.209,0.010,0.034,22.777,213.692,43.350,7.343,1.552
-8.335,0.003,0.114,-55.111,135.810,69.990,7.759,1.672
-8.220,-0.030,-0.003,-12.033,209.884,14.759,7.585,1.586
-8.359,0.051,0.078,-3.535,230.213,4.127,4.564,0.774
-8.238,-0.014,-0.036,-13.420,221.091,-9.292,7.233,1.617
